,Categorie,town,Pourcentage Raised,Creation Date,NumberDonors,Duration in days,Short_description,Amount collected ,Amount targeted,MeanDonation,categoryNumeric,townNumeric,size
608,Celebrations & Events,Marseille,1.0,2021-12-30,0,31,"['Bonjour', 'collecte', 'pouvoir', 'payer', 'projet', 'musical']",0.0,150.0,0.0,12,5,1
609,Celebrations & Events,Paris,1.0,2021-12-30,0,31,"['Bonjour', 'collecte', 'soirée', 'veulent', 'venir', 'savez', 'faire']",0.0,500.0,0.0,12,19,1
610,Celebrations & Events,Bras,1.0,2021-12-30,0,31,"['About', 'Print', 'Platform', 'Print', 'Platform', 'Qatar', 'proud', 'active', 'progress', 'Qatari', 'society', 'keeping', 'digital', 'transformation', 'services', 'State', 'Qatar', 'through', 'launching', 'website', 'print.com.qafor', 'online', 'digital', 'printing', 'delivery', 'services', 'because', 'service', 'saves', 'efforts', 'searching', 'waiting', 'service', 'providers.The', 'print', 'qatar', 'Platform', 'provides', 'services', 'printing', 'documents', 'booklets', 'commercial', 'publications', 'photos', 'quality', 'competitive', 'prices', 'short', 'time.You', 'easily', 'order', 'service', 'after', 'signing', 'website', 'mobile', 'number', 'steps', 'making', 'order', 'include', 'starting', 'order', 'selecting', 'publication', 'uploading', 'files', 'printed', 'selecting', 'print', 'specifications', 'price', 'adding', 'entering', 'recipient', 'address', 'payment', 'method', 'order.The', 'platform', 'keeps', 'costumer', 'informed', 'process', 'sending', 'notifications', 'about', 'status', 'order.The', 'platform', 'provides', 'professional', 'design', 'services', 'printing', 'luxurious', 'paper', 'covers', 'designed', 'events', 'contacting', 'us.Read']",0.0,600.0,0.0,12,666,1
611,Celebrations & Events,Bages,1.0,2021-12-29,0,32,"['Bonjour', 'Anthony', 'lemallier', 'souhaite', 'faire', 'coupe', '45€Read']",0.0,45.0,0.0,12,407,1
612,Celebrations & Events,Nice,1.0,2021-12-29,0,32,"['collectons', 'fonds', 'prendre', 'billet', 'avion', 'Lucas', 'passer', 'bonne', 'soirée', 'ennuie', 'Panam', 'grrRead']",0.0,300.0,0.0,12,314,1
613,Celebrations & Events,Paris,1.0,2021-12-27,0,34,"['Salam', 'appelle', 'Jules', 'collègues', 'aiden', 'simon', 'avons', 'projet', 'révolutionnaire', 'ramener', 'prostitué', 'spiderman', 'streaptiseur', '.afin', 'passer', 'soirée', 'marrante']",0.0,100.0,0.0,12,19,1
614,Celebrations & Events,Strenquels,1.0,2021-12-26,0,35,"['Bonjour', 'allons', 'participer', ""l'édition"", 'trophy.Notre', 'inscription', 'vient', ""d'être"", 'validée', 'voiture', 'sable', 'numéro', 'prête', 'départ', 'Biarritz', 'février', 'prochain', ""C'est"", 'aventure', 'ummanitaire', 'avions', 'prévu', 'maintenant', ""l'édition"", ""n'avait"", 'aboutir', 'contexte', 'sanitaire', 'connaît.Alors', 'plutôt', 'négocier', 'quelques', 'chèques', 'auprès', 'grande', 'sociétés', 'faire', 'publicité', 'avons', 'décidé', 'sponsors', 'accolés', 'sable', 'seront', 'toutes', 'personnes', 'auront', 'ici.Le', 'moindre', 'permettra', 'participer', 'frais', 'notre', 'inscriptions', ""l'association"", 'Enfant', 'désert.En', 'souhaitant', ""d'excellentes"", 'fêtes', ""d'année"", 'remercions', 'cette', 'solidarité']",0.0,3500.0,0.0,12,668,3
615,Celebrations & Events,Rouen,1.0,2021-12-26,0,35,"['avoir', 'premium', 'pouvoir', 'mettre', 'playlist', 'musique', 'avoir', 'meilleure', 'ambiance', 'chacun', 'pourra', 'demander', 'rajouter', 'musique', 'playlistRead']",0.0,4.0,0.0,12,669,1
616,Celebrations & Events,Montpellier,1.0,2021-12-23,0,38,"['everyone', 'student', 'association', 'called', 'InternationallyMe', 'promote', 'cultural', 'integration', 'between', 'people', 'around', 'globe', 'based', 'Montpellier', 'France', 'students', 'Montpellier', 'Management.The', 'members', 'association', 'Emilie', 'Terlizzi', 'PresidentFatima', 'Zahra', 'Hilal', 'secretaryHajar', 'Hilal', 'accountantAngela', 'Prajnalay', 'charge', 'Marketing', 'Social', 'MediaIbtihal', 'Maqrote', 'Emanuela', 'Esanu', 'charge', 'Partnership', 'CommunicationThe', 'association', 'create', 'event', 'where', 'people', 'Montpellier', 'surroundings', 'could', 'people', 'discover', 'cultures', 'terms', 'music', 'games', 'souvenirs', 'university', 'requirement', 'project', 'fully', 'create', 'event', 'donated', 'money', 'funds', 'sponsors', 'partners', 'created', 'fundraising', 'money', 'received', 'venue', 'artists', 'arrange', 'drinks', 'stands', 'security', 'other', 'expenses.We', 'would', 'grateful', 'every', 'donate', 'forget', 'thanks', 'donations', 'event', 'place', 'Contact', 'details', 'Instagram', 'internationallyme_Email', 'email', 'redacted', 'Bonjour', 'sommes', 'association', 'étudiante', 'InternationallyMe', 'promouvoir', 'intégration', 'culturelle', 'entre', 'personnes', 'venant', 'chaque', 'monde', 'venons', 'Montpellier', 'sommes', 'toutes', 'étudiantes', 'Montpellier', 'Management', 'Notre', 'association', 'composée', 'Emilie', 'Terlizzi', 'présidente', 'Fatima', 'Zahra', 'Hilal', 'secrétaire', 'Hajar', 'Hilal', 'trésorière', 'Angela', 'Prajnalay', 'charge', 'Marketing', 'réseaux', 'sociauxIbtihal', 'Maqrote', 'Emanuela', 'Esanu', 'charges', 'partenariats', 'communication', 'objectif', 'notre', 'association', 'créer', 'événement', 'lequel', 'personnes', 'Montpellier', 'pourraient', 'rencontrer', 'autres', 'personnes', 'venant', 'monde', 'entier', 'ainsi', 'découvrir', 'nouvelles', 'cultures', 'travers', 'musique', 'nourriture', 'divers', 'souvenirs', 'Notre', 'université', 'demande', 'créer', 'intégralement', 'événement', 'argent', 'récolté', 'fonds', 'venant', 'partenaires', 'sponsors', 'pourquoi', 'avons', 'cette', 'récolte', 'fonds', 'intégralité', 'argent', 'votre', 'utilisé', 'réserver', 'artistes', 'nourriture', 'boissons', 'notre', 'stand', 'équipe', 'sécurité', 'ainsi', 'autres', 'diverses', 'dépenses', 'serions', 'reconnaissantes', 'chaque', 'donné', 'oubliez', 'grâce', 'votre', 'donation', 'notre', 'événement', 'pourrait', 'avoir', 'Contacts', 'Instagram', 'internationallyme_', 'Email', 'email', 'redacted']",0.0,1000.0,0.0,12,174,2
617,Celebrations & Events,Ramonville-Saint-Agne,1.0,2021-12-21,0,40,"['cagnotte', 'nouvelle', 'baptiste', 'Benoît']",0.0,160.0,0.0,12,670,1
618,Celebrations & Events,Thézan-lès-Béziers,1.0,2021-12-20,0,41,"['événement', 'déroulera', 'durant', 'cette', 'période', 'consiste', 'créer', 'compétition', 'gagnant', 'pourra', 'renverser', 'certaine', 'somme', 'associations', 'notamment', 'enfant', 'souffre', 'cancer', 'autre', 'Merci', 'votre', 'compréhensionMr', 'GUENFOUD', 'Badis']",0.0,20.0,0.0,12,565,1
619,Celebrations & Events,Nice,1.0,2021-12-20,0,41,"['financer', 'bowlingparceque', 'kartier']",0.0,10.0,0.0,12,314,1
620,Celebrations & Events,Malay-le-Petit,1.0,2021-12-18,0,43,"['Merci', 'votre', 'participation']",0.0,400.0,0.0,12,43,1
621,"Missions, Faith & Church",Lyon,50.0,2021-12-26,3,35,"['Notre', 'besoin', ""d'argent"", 'Comme', 'Milliard', 'Personnes', ""l'extrême"", 'pauvreté', 'cause', 'cause', 'Aucune', 'voici', 'témoignage', 'savent', 'https', '//youtu.be/ckVYO9oI8vcAidez', 'Donnez', 'Football', 'Manager', '2022Read']",15.0,30.0,5.0,13,25,1
622,"Missions, Faith & Church",Versonnex,7.0,2021-12-08,3,53,"['Iwanted', 'gofundme', 'support', 'church', 'currently', 'interning', 'Crossraods', 'Ferney', 'Firstly', 'nothing', 'matter', 'church', 'needs', 'prayer', 'Nothing', 'built', 'without', 'please', 'church.Here', 'church', 'current', 'building', 'repossessed', 'church', 'reaching', 'entire', 'world', 'place', 'cause', 'money', 'church', 'build', 'building', 'truly', 'church', 'reaching', 'leaders', 'world', 'people', 'every', 'country', 'natives', 'knock-on', 'effect', 'church', 'could', 'WORLDWIDE.This', 'church', 'located', 'french', 'French-Swiss', 'boarder', 'called', 'Ferney-Voltaire', 'minutes', 'Geneva', 'interning', 'church', 'Ministry', 'area.This', 'church', 'literal', 'crossroads', 'world', 'people', 'coming', 'every', 'continent', 'around', 'world', 'place', 'transit', 'people', 'continually', 'moving', 'through', 'church', 'pastored', 'Rhodes', 'https', '//www.crossroadschurch.fr/Thank']",140.0,2000.0,46.666666666666664,13,672,2
623,"Missions, Faith & Church",Strasbourg,3.0,2021-11-08,3,83,"['amour', 'humainSoyons', 'solidaire', 'chaque', 'geste', 'compteQue', 'partage', 'donEssayons', 'rendre', 'ensemble', 'certainespersonnes', 'vivant', ""supportableL'hiver"", 'approche', 'grand', 'couchagecoûte', 'moyenne', '20€Cette', 'cagnotte', 'servira', 'acheter', 'ainsiréchauffer', 'leurs', 'corps', 'réchauffer', 'leurs', 'cœurs.Merci', 'merci', 'euxOue', 'rende', 'quintuple', ""IC'est"", 'hiver', 'aider', 'MerciRead']",30.0,1000.0,10.0,13,24,2
624,"Missions, Faith & Church",Thollon-les-Mémises,1.0,2021-12-27,1,34,"['Hello', 'Andre', 'Amsing', 'English', 'Canadian', 'living', 'France', 'years', 'married', 'French', 'woman', 'After', 'years', 'being', 'involved', 'personal', 'evangelism', 'Bible', 'teaching', 'French', 'English', 'speakers', 'aware', 'layman', 'share', 'people', 'something', 'about', 'commit', 'relationship', 'Jesus', 'various', 'reasons', 'encouragement', 'Bible', 'close', 'usefulness', 'Bible', 'daily', 'Business', 'owners', 'people', 'working', 'their', 'profession', 'encouraged', 'daily', 'website', 'Biblefaithmadepractical', 'testimonies', 'examples', 'Bible', 'ordinary', 'people', 'walking', 'faith', 'trusting', 'French', 'french', 'speaking', 'countries', 'Africa', 'France', 'Guadeloupe', 'Martinique', 'provinces', 'Quebec', 'website', 'egliseenligne', 'reaching', 'Today', 'people', 'online', 'especially', 'Covid', 'information', 'where', 'Christian', 'witnesses', 'support', 'expand', 'presence', 'these', 'websites', 'number', 'subscribers.Besides', 'articles', 'Bible', 'Faith', 'Practical', 'Eglise', 'Ligne', 'Church', 'online', 'subscription', 'service', 'short', 'biblical', 'motivational', 'messages', 'encourage', 'people', 'receive', 'message', 'their', 'inbox', 'times', '.Also', 'should', 'Christians', 'witness', 'friends', 'neighbors', 'follow', 'registering', 'series', 'Stand', 'Stand', 'Motivation', 'Bible', 'Stand', 'Stand', 'motivation', 'series', 'allows', 'Christian', 'walkthrough', 'Bible', 'encouraged', 'recognize', 'putting', 'their', 'faith', 'practice', 'useful', 'thing', 'deepen', 'their', 'spiritual', 'message', 'minute', 'bible', 'verses', 'well-known', 'Bible', 'characters', 'their', 'faith', 'practice', 'Training', 'workersI', 'workers', 'Stand', 'enter', 'ministry', 'called', 'France', 'where', 'interest', 'Bible', 'quite', 'commitment', 'going', 'church', 'least', 'Bible', 'study', 'Actually', 'Stand', 'messages', 'could', 'basis', 'bible', 'studies', 'prayer', 'meetings.They', 'opportunity', 'about', 'people', 'their', 'faith', 'practice', 'believe', 'Haute', 'Savoie', 'French', 'Alpes', 'where', 'there', 'least', 'persons', 'could', 'people', 'someone', 'could', 'reach', 'their', 'inertia', 'funds', 'produce', 'video', 'podcast', 'message', 'message', 'postcard', 'bible', 'download', '3-ring', 'binder', 'study', 'later', 'distribution', 'their', 'evangelistic', 'Bible', 'Study', 'french', 'recruit', 'corrector', 'virtual', 'assistant', 'french', 'first', 'language', 'Later', 'could', 'publish', 'Amazon', 'Kindle', 'virtual', 'CreateSpace', 'physical', 'books', 'expand', 'reach', 'readers', 'subscribers', 'There', 'different', 'reach', 'readers', 'especially', 'interested', 'encouraging', 'entrepreneurs', 'other', 'professionals', 'welcome', 'possibility', 'publish', 'press', 'releases', 'article', 'authority', 'websites', 'Today', 'reach', 'lower', 'prices', 'works', 'English-speaking', 'sites', 'French', 'millions', 'French', 'speakers', 'information', 'their', 'native', 'language.When', 'these', 'funds', 'first', 'articles', 'messages', 'almost', 'ready', 'which', 'cover', 'first', 'months', 'would', 'started', 'early', 'possible', '2022.Your', 'support', 'project', 'Internet', 'means', 'leveraging', 'know-how', 'immensely', 'exciting', 'write', 'content', 'useful', 'thousands', 'people', 'again', 'never', 'aloneWith', 'never', 'alone', 'Please', 'effort', 'content', 'useful', 'please', 'share', 'churches', 'friends', 'neighbors', 'write', 'quality', 'content.Read']",20.0,3000.0,20.0,13,455,3
625,"Missions, Faith & Church",Aubervilliers,4.0,2021-11-22,1,69,"['objectif', 'atteint', 'collecte', 'servir', 'maintenant', 'préparation', 'voyage', 'comme', 'vaccins', 'matériel', 'assurance', 'voyage', 'petits', 'côté.Merci', 'votre', 'temps', 'Salut', 'lisez', 'message', 'espère', 'allez', 'vous.Je', 'Cédric', 'étudiant', 'Jeunesse', 'mission', 'Paris', 'thème', 'dévotion', 'service', 'Jeunesse', 'mission', 'forme', 'missionnaire', 'aller', 'partout', 'monde', 'parfois', 'endroits', 'moins', 'évident', 'autres.Le', 'principe', 'faire', 'connaître', 'Jésus', 'peuples', 'atteints', 'formation', 'phase', 'pratique', 'directement', 'étranger.Ma', 'phase', 'pratique', 'déroulera', 'Cameroun', 'décembre', 'encore', 'préparation', 'besoin', 'prières', 'mette', 'place', 'besoin', 'faire', 'vaccins', 'soyons', 'protégés', 'maladie', 'atteigne', 'écoute', '….Partir', 'demande', 'aussi', 'financier', 'assurer', 'partie', 'demandé', 'manque', 'euros', 'cette', 'somme', 'couvre', 'billets', 'aller', 'retours', 'ainsi', 'couvert', 'phase', 'pratique.Merci', 'prières', 'tiens', 'aussi', 'petit', 'tiens', 'jours', 'toutes', 'semaine', 'environ', 'cette', 'adresse', 'https', '//cedricsilvestre30.wixsite.com/cedajemRead']",200.0,5000.0,200.0,13,2,3
626,"Missions, Faith & Church",Nice,1.0,2022-01-22,0,8,"['Assalamalekoum', 'Abakar', 'Hayar', 'étudiant', 'France', 'précisément.J', 'cette', 'cagnotte', 'collecter', 'fonds', 'permettons', 'inchallah', 'construire', 'édifices', 'religieux', 'notre', 'terre', 'beribé', 'général.C', 'notre', 'aimable', 'check', 'Mahmoud', 'Fadoul', 'cette', 'géniale', 'construire', 'édifices.Il', 'laissé', 'numéros', 'lesquels', 'contacter', 'faire', 'transfert', 'argent', 'chacun', 'puisse', 'participer', 'hélas', 'étant', 'France', 'difficile', 'faire', 'transfert', 'numéro', 'pourquoi', 'décidé', 'créer', 'cette', 'cagnotte', 'faciliter', 'tâche.Inchallah', 'faisons', 'notre', 'possible', 'participer', 'maximum', 'euros', 'aider', 'notre', 'communauté', 'apprendre', 'religion', 'bonnes', 'conditions.Qu', 'Allah', 'études', 'augmente', 'faire', 'notre', 'communauté', 'meilleures', 'religieusement', 'accorde', 'firdaws.Read']",0.0,5000.0,0.0,13,314,3
627,"Missions, Faith & Church",Paris,1.0,2022-01-19,0,11,"['Bonjour', 'Karesto', 'notre', 'guildeuse', 'Maari', 'malheuresment', 'micro', 'fonctionnel.Elle', 'super', 'atout', 'attaques', 'perco', 'manque', 'coordination', 'vocal.Merci', 'TousRead']",0.0,1000.0,0.0,13,19,2
628,"Missions, Faith & Church",Vannes,1.0,2022-01-10,0,20,"['calvicie', 'espérant', 'pouvoir', 'payer', 'implants', 'capillaires', 'bgRead']",0.0,2000.0,0.0,13,517,2
629,"Missions, Faith & Church",Les Pavillons-sous-Bois,1.0,2022-01-03,0,27,"['Bonjour', ""m'appelle"", 'Dieuner', 'collecte', 'réalisation', 'chrétien.Dans', 'évangéliser', 'parole', 'grand', 'nombre', 'illustrer', 'puissance', 'apporter', 'espoir', 'travaille', 'chrétien', 'Intitulé', 'contribue', 'santé', 'physique', 'mentale', 'émotionnelle', 'spirituelle', 'humain', 'encore', 'cette', 'période', 'pandémie', 'avons', 'besoin', 'accrocher', 'projeter.Description', 'Déborah', 'fille', 'aveuglée', 'naissance', 'frustrée', 'situation', '.Elle', 'déferle', 'frustration', 'maman', 'pousse', 'culpabilité.Malgré', 'comportement', 'fille', 'maman', 'manifeste', 'inébranlable', 'tente', 'convaincre', 'possible', 'Dieu.Comme', 'jésus', 'disciples', 'Allez', 'faites', 'toutes', 'nations', 'disciples', 'baptisant', 'Saint', 'Esprit', 'enseignez-leur', 'observer', 'prescrit', '16-20.Le', 'budget', 'prévisionnel', '10000', 'euros', 'entre', 'privatisation', 'lieux', 'moyens', 'logistiques', 'frais', 'participations', 'versés', 'acteurs', 'remercie', 'avance', 'votre', 'participation.Read']",0.0,5000.0,0.0,13,676,3
630,"Missions, Faith & Church",Albi,1.0,2021-12-20,0,41,"['Bonjour', 'Liliane', 'souhaiterais', 'faire', 'imprimer', 'cartes', 'Miséricorde', 'Divine', 'distribuer', 'Eglises', 'aussi', 'envoyer', 'différentes', 'paroisses', 'grand', 'nombre', 'puisse', 'bénéficier', 'graces', 'promises', 'Jesus-Christ', 'auront', 'cette', 'image', 'eux.Cette', 'somme', 'permettrait', 'financer', ""l'imprimerie"", ""l'achat"", ""d'enveloppes"", 'frais', 'postaux', ""l'envoi"", 'paroisses', 'France', 'Votre', 'contribution', 'serait', 'grand', 'soutien', 'Merci', 'beaucoup.Le', 'verso', 'carte', 'contient', 'texte', 'Février', 'Jésus-Christ', 'donné', 'message', 'toute', 'humanité', 'durant', 'notre', 'terrestre', 'sauvions', 'notre', 'souffrances', 'éternelles', 'enfer', 'demandant', 'pardon', 'fautes', 'humble', 'sincère', 'particulièrement', 'ayant', 'confiance', 'totale', 'miséricorde', 'infinie', 'Christ', 'péchés', 'lourds', 'brûlés', 'flammes', 'ardent', 'Amour', 'nous.Aucun', 'péché', 'grand', 'approcher', 'Amour', 'infini', 'présent', 'Prêtre', 'Confessionnal', 'pardonne', 'cœurs', 'humbles', 'repentants', 'maintenant', 'durant', 'cette', 'destin', 'notre', 'prend', 'direction', 'durée', 'infinie', 'enfer', 'Eternelle', 'Paradis', 'Après', 'cette', 'repentir', 'confesser.Jésus-Christ', 'donne', 'hommes', 'lequel', 'doivent', 'venir', 'puiser', 'grâce', 'source', 'miséricorde', 'cette', 'image', 'inscription', 'Jésus', 'confiance', 'cette', 'image', 'accorderai', 'beaucoup', 'grâces', 'chaque', 'accès', 'promets', 'honorera', 'cette', 'image', 'perdue', 'promets', 'aussi', 'victoire', 'ennemis', 'ici-bas', 'spécialement', 'heure', 'Moi-même', 'défendrai', 'comme', 'propre', 'gloire.', 'Quelques', 'avant', 'décès', 'avril', 'Faustine', 'annonça', 'aujourd', 'gloire', 'répandre', 'cette', 'image', 'Beaucoup', 'obtiennent', 'grâces', 'elles', 'parlent', 'publiquement', 'vicissitudes', 'cette', 'image', 'soient', 'toutes', 'sortes', 'retire', 'gloire', 'efforts', 'Satan', 'mauvaises', 'personnes', 'brisent', 'anéantis', 'Malgré', 'méchanceté', 'Satan', 'Miséricorde', 'Divine', 'triompher', 'monde', 'entier', 'adorée', 'toutes']",0.0,2000.0,0.0,13,318,2
631,"Missions, Faith & Church",Toulon,1.0,2021-11-24,0,67,"[""m'appelle"", 'safaaJe', 'collecte', 'fonds', 'pouvoir', 'offrir', 'personnes', 'besoin', 'visite', 'Mecque', 'Merci']",0.0,2500.0,0.0,13,680,2
632,"Missions, Faith & Church",Grenoble,1.0,2021-11-19,0,72,"['DEVENEZ', 'BATISSEUR', 'MOSQUEE', 'ALPES', ""C'est"", 'bonheur', 'annoncer', 'construction', 'Mosquee', 'Alpes', 'enfin', 'commencé', 'grâce', 'Allah', 'avons', 'entamé', 'première', 'partie', 'travaux', 'construction', 'commençons', 'maintenant', 'étape', 'importante', 'oeuvres', '️Comme', 'savez', 'hiver', 'approche…❄️', 'souhaitons', 'finaliser', 'cette', 'étape', 'avant', 'froid', 'ralentisse', ""l'avancement"", 'travaux', 'conditions', 'construction', 'deviennent', 'difficiles….Alors', 'maintenant', 'sollicitons', 'votre', 'générosité', 'collecter', 'somme', 'restante', 'continuer', 'finaliser', 'travaux', 'Mosquée', 'Alpes', 'négligez', 'aucun', 'montant', 'petit', 'grand', 'euros', 'toute', ""l'équipe"", 'projet', 'remercions', 'votre', 'votre', 'soutien', 'Prophète', 'Bénédictions', 'Quiconque', 'construit', 'mosquée', 'souhaitant', 'agrément', 'Allah', 'Exalté', 'soit-Il', 'Allah', 'construira', 'demeure', 'Paradis.', 'Rapporté', 'Mouslim', '.Read']",0.0,1400.0,0.0,13,48,2
633,"Missions, Faith & Church",Strasbourg,1.0,2021-11-16,0,75,"['amour', 'humainSoyons', 'solidaire', 'chaque', 'geste', 'compteQue', 'partage', 'donEssayons', 'rendre', 'ensemble', 'certainespersonnes', 'vivant', ""supportableL'hiver"", 'approche', 'grand', 'couchagecoûte', 'moyenne', '20€Cette', 'cagnotte', 'servira', 'acheter', 'ainsiréchauffer', 'leurs', 'corps', 'réchauffer', 'leurs', 'cœurs.Merci', 'merci', 'euxOue', 'rende', 'quintuple', ""IC'est"", 'hiver', 'aider', 'Merci', 'vraimentRead']",0.0,450.0,0.0,13,24,1
634,"Missions, Faith & Church",Strasbourg,1.0,2021-11-16,0,75,"['amour', 'humainSoyons', 'solidaire', 'chaque', 'geste', 'compteQue', 'partage', 'donEssayons', 'rendre', 'ensemble', 'certainespersonnes', 'vivant', ""supportableL'hiver"", 'approche', 'grand', 'couchagecoûte', 'moyenne', '20€Cette', 'cagnotte', 'servira', 'acheter', 'ainsiréchauffer', 'leurs', 'corps', 'réchauffer', 'leurs', 'cœurs.Merci', 'merci', 'euxOue', 'rende', 'quintuple', ""IC'est"", 'hiver', 'aider', 'Merci', 'vraimentRead']",0.0,1500.0,0.0,13,24,2
635,"Missions, Faith & Church","Fort-de-France, Martinique",1.0,2021-11-14,0,77,"['Bonjour', ""m'appelle"", 'Patricia', 'souhaite', 'trouver', 'parler', 'créer', 'liensRead']",0.0,5.0,0.0,13,682,1
636,"Missions, Faith & Church",Caen,1.0,2021-11-10,0,81,"['Bonjour', 'Étant', 'musulman', 'confession', ""j'aimerais"", 'frères', 'sœurs', 'pouvoir', 'construire', 'mosquée', 'notre', 'quartier', 'Vaucelles', 'permets', 'créer', 'cette', 'cagnotte', 'demande', 'participer', 'genre', 'sadaqas', 'durable', 'continuer', 'bénéficier', 'votre', 'tombe', ""n'hésitez"", 'quelque', 'montant']",0.0,500.0,0.0,13,129,1
637,"Missions, Faith & Church",Paris,1.0,2021-11-05,0,86,"['Bonjour', 'encore', 'sujet', 'cette', 'fille', 'detre', 'viens', 'encore', 'souler', 'figurez', 'quelle', 'daltonnisme', 'devinez', 'handicapée', 'cette', 'petite', 'gross', 'rouge', 'quelle', 'lavouer', 'raciste', 'envers', 'luigi', 'pauvre', 'frere', 'mario', 'demander', 'racisme', 'gratuit', 'donnez', 'balles', 'acheter', 'lunettes', 'quelles', 'aille', 'mieux.kissou.Read']",0.0,205.0,0.0,13,19,1
638,"Missions, Faith & Church",Sucy-en-Brie,1.0,2021-10-28,0,94,"['Hello', 'everyone', 'Gayam', 'raising', 'these', 'funds', 'parishioners', 'going', 'ordinated', 'priest', 'December', 'Hyderabad', 'IndiaThe', 'Brother', 'Balauspati', 'Srikanth', 'comes', 'family', 'where', 'times', 'faith', 'Christ', 'spite', 'family', 'background', 'decided', 'priest', 'faithful', 'towards', 'Christ.Moreover', 'First', 'priest', 'Parish', 'years', 'towards', 'catholic', 'church', 'small', 'initiative', 'Ordination', 'ceremony', 'request', 'friends', 'hands', 'ordained', 'Joyful', 'occasion', 'share', 'Together', 'Catholic', 'ChurchRead']",0.0,2500.0,0.0,13,683,2
639,"Missions, Faith & Church",Forest-sur-Marque,32.5,2021-03-07,8,329,"['Bonjour', 'appelle', 'Macquet', 'actuellement', 'élève', 'terminale', 'science', 'technologique', 'management', 'gestion', 'Lille', 'passe', 'cette', 'année', 'année', 'prochaine', 'projet', 'faire', 'année', 'césure', 'partirai', 'organisme', 'chrétien', 'jeunesse', 'mission', 'faire', 'discipleship', 'training', 'school', 'école', 'disciple', 'école', 'disciple', 'déroule', 'périodes', 'différentes', 'abord', '3mois', 'théologique', 'ensemble', 'bible', 'choisie', 'monde', 'entier', 'Costa', 'serai', 'amené', 'mettre', 'pratique', 'pendant', '2-3mois', 'était', 'étudié', 'autre', 'déterminer', 'peut-être', 'autre', 'endroit', 'globe', 'Cette', 'école', 'permettras', 'Développer', 'compétences', 'niveau', 'humanitaire', 'personnes-', 'Approfondir', 'connaissances', 'bibliques', 'relation', 'Dieu-', 'Mettre', 'pratique', 'aurai', 'appris', 'pendant', 'premiers', 'moisSi', 'souhaitez', 'soutenir', 'prière', 'reste', 'votre', 'disposition', 'remercie', 'avance', 'attention', 'portez', 'projet.Hello', 'Macquet', 'years', 'currently', 'senior', 'student', 'science', 'management', 'technology', 'management', 'Lille', 'graduate', 'year.Next', 'project', 'doing', 'Christian', 'organisation', 'called', 'Youth', 'Mission', 'Discipleship', 'Training', 'School', 'discipleship', 'school', 'different', 'periods', 'first', 'three', 'months', 'theology', 'course', 'whole', 'Bible', 'choose', 'there', 'world', 'chosen', 'Saint', 'Costa', 'practice', 'learnt', 'during', 'three', 'months', 'another', 'place', 'which', 'decided', 'Perhaps', 'another', 'world', 'school', 'allow', 'Develop', 'skills', 'humanitarian', 'level', 'helping', 'people-', 'Deepen', 'faith', 'Bible', 'knowledge', 'relationship', 'practice', 'would', 'learnt', 'first', 'three', 'months.If', 'would', 'support', 'whether', 'prayer', 'would', 'grateful', 'thank', 'advance.Read']",1300.0,4000.0,162.5,13,686,3
640,"Missions, Faith & Church",Villejuif,20.0,2021-05-22,10,253,"['nombreux', 'nombreuses', 'avoir', 'contactés', 'demander', 'comment', 'envoyer', ""l'argent"", ""l'achat"", 'bouquet', 'roses', 'déposer', 'statue', 'Sainte', 'hommage', 'action', 'grâces', 'bouquet', 'roses', 'premium', 'roses', 'grande', 'qualité', 'tiges', 'coûte', 'euros', 'Votre', 'bouquet', 'Roses', 'Confiance', 'déposé', 'STATUE', 'SAINTE', 'MIRACULEUSE', 'votre', 'demande', 'grâces', 'agrafée', 'bouquet', 'votre', 'demande', 'notée', 'intentions', 'Messe', 'jeudi', 'Voici', 'collecte', 'permettre', 'prendre', 'bouquet']",200.0,1000.0,20.0,13,20,2
641,"Missions, Faith & Church",Noisy-le-Grand,1.0,2021-05-09,1,266,"['pessoal', 'graça', 'tempinho', 'Oriente', 'Médio', 'povos', 'alcançados', 'evangelho', 'queimado', 'coração', 'tenho', 'buscado', 'apronfundar', 'missões', 'transculturais', 'nesse', 'tempo', 'estudei', 'algumas', 'escolas', 'Escola', 'Global', 'Seminário', 'Transformação', 'Social', 'Jocum', 'Vitória', 'Escola', 'Missões', 'Transculturais', 'Jocum', 'Campinas', 'Emmaus', 'FAI.Após', 'tempo', 'estudando', 'tenho', 'sentido', 'direcionamento', 'campo', 'então', 'Outubro', 'estarei', 'Israel', 'semana', 'formar', 'seguida', 'estarei', 'Jordânia', 'junto', 'família', 'missionária', 'estarei', 'servindo', 'beduínos', 'dando', 'francês', 'crianças', 'Escola', 'Refúgio', 'meses', 'Seremos', 'únicos', 'cristãos', 'naquele', 'lugar', 'Porém', 'conseguir', 'realizar', 'missão', 'preciso', 'ajuda', 'ajudar', 'maneiras', 'Orando', 'projeto-', 'Sendo', 'intercessor', 'Contribuindo', 'financeiramente', 'aquele', 'deserto', 'Jordânia', 'possa', 'florescer', 'Desde', 'agradeço', 'abençoe', 'muito', 'Cristo', 'anunciado', 'Ocidente', 'Oriente']",10.0,3000.0,10.0,13,630,3
