,title,Categorie,collect,town,Pourcentage Raised,Creation Date,Description
10,soutenez rehin pour sa srs,"Medical, Illness & Healing","€1,235 raised of €21,065                    ",Lille,5.9%,"Created October 21, 2021","BonjourJe m'appelle Rehin et je fais appel à votre soutien pour un évènement majeur dans ma vie.Je vais partir en Thaïlande afin de prolonger mon chemin de transition via une opération chirurgicale de SRS.Le choix de ce pays s'impose car les techniques spécifiques qui y sont pratiquées, répondent aux besoins de mon corps.Cette démarche s'inscrit dans un objectif de bien-être, d'alignement avec soi-même et de santé mentale.Je suis intermittente du spectacle et sévèrement fragilisée par les conséquences de la pandémie, comme beaucoup.La transition accentue ma précarité et jusqu'à maintenant, j'ai réussi à en supporter les coûts.Néanmoins, cette opération exige un budget colossal !Aujourd'hui, je dois mettre de côté ma fierté et ma sensation d'indépendance.Au coût élevé de l'opération s'ajoutent la convalescence d'un mois sur place, les billets d'avion et surtout les frais liés au protocole sanitaire – quarantaine, tests, assurances supplémentaires etc.C'est pour toutes ces raisons que je me tourne vers vous, pour solliciter votre aide et ne plus me sentir seule face à ce bouleversement.L' aide peut être financière ou dans le partage de cette cagnotte.Merci de tout cœur.RehinHiIm Rehin and I am asking for your support for a major event in my life.I will be leaving for Thailand to lengthen my transition path through SRS surgery.The choice of this country is essential because the specific techniques used, meet the needs of my body.This is in a goal for well-being, alignment with myself and mental health.I am an artist and severely weakened by the consequences of the pandemic, like many others.The transition worsen my precariousness and so far I have managed to bear all the costs .However, this operation requires a colossal budget!Today, I have to put aside my pride and my sense of independence.In addition to the high cost of the operation, there is a one-month recovery on site, plane tickets and above all, the costs related to the health protocol - quarantine, tests, additional insurance, etc.It is for all those reasons that I ask for your help and no longer feel alone facing this upheaval.The help can be financial or in the sharing of this pot.thank youRehinRead more"
11,help me medical urgence,"Medical, Illness & Healing","€3,946 raised of €30,000                    ",Villejuif,13.2%,"Created December 23, 2021","Hello!I'm Marius Daniel, 39, the father of two 6-year-old twin girls; i am from Romania. I'm currently in the hospital in Paris. I am sending this message in the hope that there is a chance / you know a company or a person who can help me with any amount to raise the 30,000 euros needed to continue my treatment.I suffered an embolization on December 15, 2021 in Paris. The operation was performed successfully, but the entire malformation could not be embolized and I suffered a stroke after the operation.To cover the costs of the intervention, I took a loan, but now I can't work and my wife needs money to pay for my recovery treatment. This amount would cover my treatment for a year and part of my family's monthly debts and it is very difficult for her with all the debts ... my wife is alone with 2 small children without my salary for at least 1 year. He only has the support of a few friends.My medical diagnosis is a gigantic grade 5 cerebral arteriovenous malformation and the intervention could not be postponed, it was the only chance for treatment for the condition I suffer from.If you are an INDIVIDUAL you can DONATE DIRECTLY to my account Marius Daniel Stanescu RO22INGB0000999911865749 or if you have the ING Bank application directly to my phone number +40722 358 087. If you have Revolut you can help me by sending the money to me ... phone number +40722358087If you know a company that can sponsor my case you can ask about the tax advantages and documents to be prepared contacting the Little People Association [email redacted] Mrs. Oana Rusu +40743 773 843Thank you very much for your help, Marius S.Read more"
12,un cuore di bambino,"Medical, Illness & Healing","€885 raised of €10,000                    ",Zellwiller,8.8%,"Created January 6, 2022","Des milliers d'enfants de par le monde souffrent de pathologies cardiaques plus ou moins sévères. À travers l'association ""Heartbeat-la chaîne de l'espoir "", nous organisons cette collecte pour assurer une intervention de haut niveau pour un enfant qui autrement n'y a pas accès.Aidez nous à soutenir des familles démunies qui n'ont d'autre moyen pour sauver leur enfant que la solidarité internationale.Merci de votre générosité et votre soutien.Read more"
13,rz48jg help raise money for cancer treatment,"Medical, Illness & Healing","€835 raised of €70,000                    ",Lille,1.2%,"Created December 13, 2021","Our cute daughterNinjinis 8 years old.In November 2019 the black story started, with a disease that nobody knew what it was. Her left ear became painful and swollen. We visited straight aways to all doctors in different fields and clinics. No one could tell what it was. So we lost 2 months in vain and finally the tumor was opened and the laboratory tests were sent to ASAN Hospital in South Korea. The result was EWING SARCOMA. A malignant tumor in bones, soft tissues, and cartilage that rarely appears in the world. This is the third case in Mongolia with such diagnosis has been made. From April 2020 to May 2021, my little girl received 17 groups of chemotherapy or 26 chemotherapy sessions. All of the sufferings that my child had to endure in her little body created all of us. The post-chemo worsening does not need to be explained what it has been through. Everything went through the COVID-19 period, when everything was lacking. Nevertheless, we somehow made everything possible, thanks to the help of family and friends of our daughter to continuously financial support and procure the chemo, since the hospitals themselves lacked funds. In May she had the last chemo and the doctors said that she had recovered but should still be under control. So we took a deep breath in our hearts and were sure that it was finally over.Unfortunately, we couldn't enjoy it for long becauseher ears had swollen again in October. Our doctors have said that there is nothing more they can do and that we are going to a country where they have better clinic facilities and equipment. We turned to Italian Hospital. They give us hope to get our daughter back to health. But, now we fail to pay for treatment . We have 4 children and my husband is only one with an income at the moment. When the disease started I was pregnant. And I can't work because I have to take care of my sick girl and a baby.Since we have not found any other way out, we are seeking for kind hearted people all over the world, who understand our condition and would perhaps send a little help. We Ask for your understanding! Please save our little daughter! We thank you in advance!!ITALIANO:La nostra preziosa figlia Ninjin ha 8 anni. Circa un’anno mezzo fa è stato diagnosticato Sarcoma di Ewing. Dopo un’anno di cure nel paese di origine Mongolia, ad ottobre ilsarcoma si è ripresentato più aggressivo di prima e si rende necessario il trasferimento in Italia per le cure specifiche di chemioterapia, chirurgia e radioterapia locale.Confidiamo nella vostra sensibilità e umanitàGrazie di cuoreRead more"
14,un beau torse pour sacha,"Medical, Illness & Healing","€555 raised of €1,500                    ",Lille,37.0%,"Created October 21, 2021","Hello! Moi c’est Sacha, j’ai 26ans et je suis un homme transgenre.Après une longue période de questionnement et de réflexion, j'ai commencé les démarches d'une transition de genre le 8 février 2020 pour enfin être l’homme que j’ai toujours été.Je suis actuellement à 6mois sous testostérone. Malheureusement ce traitement ne fera pas disparaître la poitrine qui m’a été attribuée par erreur.Une transition est un combat de tous les jours pour se sentir plus en harmonie avec soi-même et bien dans ses pompes ; Bien que je me sente déjà un peu mieux avec les effets de la testostérone qui modifie mon reflet dans le miroir au fil des mois. Les beaux jours sont passés et j’ai été confronté à un mal-être que je ne souhaite à personne de ressentir. Un handicap qui devient pesant mais aussi douloureux psychologiquement…​J’aspire à être au jour où je pourrais enfin être moi, à me faire dorer la pilule au soleil. C’est pour cela que je veux avoir recours à la mastectomie.Malgré mon emploi, je ne parviendrais pas à réunir la somme nécessaire pour ma mastectomie. C'est pour cela que j'ai créé ce pot commun. Et que j’en appelle à votre gentillesse et générosité.Peu importe le montant de votre participation, elle sera d'une aide précieuse et infiniment adorable.Merci d'avance à ceux qui m'apporteront leur soutient.S.Read more"
15,aider mlanie a pay ces frais hospitalier,"Medical, Illness & Healing","€785 raised of €3,000                    ",Ottmarsheim,26.2%,"Created December 15, 2021","bonjour je m’appelle Mélanie, j’ai le cancer du sein aggraver et j’ai besoin de votre aide pour les frais hospitalier je vous remercie de tout mon cœur  et que dieu vous bénisse ! Read more"
16,aidez fatima continuer respirer,"Medical, Illness & Healing","€604 raised of €1,500                    ",Hyères,40.3%,Created 3 days ago,"Fatima est une femme vivant au Maroc et elle est actuellement hospitalisée à cause de sa maladie respiratoire. Au vu de la gravité de sa maladie, l’hôpital et les médecins ne peuvent plus lui permettre de rester brancher 24h sur 24 et c’est pourquoi elle a besoin d’une machine individuelle pour continuer ses soins. Nous souhaitons donc l’aider à rassembler la somme nécessaire à l’achat d’une machine afin qu’elle puisse respirer correctement depuis chez elle. Cette femme manque malheureusement de moyens et ne peut vivre sans cette assistance respiratoire. Read more"
17,financez mes soins et la cration dun blog sant,"Medical, Illness & Healing","€653 raised of €10,000                    ",Thiverny,6.5%,Created 7 days ago,"Guérir mon cancer naturellement et en échange partager mes retours d'expériences sur un blog : voilà mon objectif!Bonjour, je m'appelle Victoria, 31 ans, prof d'anglais, passionnée de dessin, d'écriture et de jardinage, in love with mes 5 chiens (4 chihuahuas adorables de 2-3 ans et une matriarche de 14 ans),... et permettez moi de m'arrêter là avant que ma présentation ne ressemble à un profil Meetic.Bien que d'habitude plutôt discrète sur les réseaux sociaux, je m'adresse à vous aujourd'hui : j'ai des grosseurs au niveau du cou, qui ne cesse d'apparaître et qui, après examen par un spécialiste, semble indiquer un lymphome.Je me suis toujours guérie en utilisant des méthodes naturelles, et je veux donc me tourner vers les méthodes alternatives de soins anti-cancer.Ces soins sont coûteux et bien sûr non remboursés (comme la plupart des choses qui sorte des sentiers battus). De plus, ils demandent du temps, que l'on a pas toujours forcément lorsque l'on doit travailler à côté.J'ai alors une idée : pourquoi ne pas demander un financement participatif pour me permettre de me soigner naturellement mais aussi de donner quelque chose en échange de votre soutien : un retour d'expérience sous la forme d'un blog, qui vous permettrait de découvrir les soins alternatifs que je vais utiliser (comme la cure Gerson, le traitement par des machines génératrice de fréquences...) et d'en observer l'efficacité.Mes idées pour ce blog :Suivre au jour le jour mon parcours de soins avec :- La description des méthodes de soins que je souhaite adopter :Vous découvrirez avec moi la cure Gerson, l'utilisation de la vitamine C, je vous parlerai les soins par les fréquences que j'ai déjà eu l'occasion de tester...- Un résumé de mes différentes lectures sur le sujet avec mes sources- le coût quotidien et mensuel des soins et du régime alimentaire : des photos, comparaison des prix de différents magasins bio...- Les sites internet sur lesquels je ferai des achats de santé- Les recettes et les plannings de soins : avec photos et vidéos- Les appareils de soins alternatifs utilisés- Un retour régulier avec observations des effets, des possibles améliorations…Pour vous donner un retour d'expériences complet et détaillé et peut-être aider ceux qui sont dans la même situation que moi.En plus j'aimerais compléter ce blog en y ajoutant des astuces santé, des recettes, des conseils jardinage permaculture…Et aussi des retours sur les différents appareils de soins alternatifs (mag40, zappeur du Dr Clark, physiodetox, spooky2…) dont j'ai fait l'acquisition au cours des années, leur prix, leur utilisation, et leur efficacité observée.Et tout cela disponible en version française et anglaise.Cure my cancer naturally and in exchange, share my feedback on a blog: let's go!Following an examination of lumps in the neck, which have been increasing for more than a year, the oncologist has concluded that it is a lymphoma, that is to say a cancer of lymph nodes. But I do not agree to go under the knife and follow chemo and radiotherapy! Ever since I was little, I have been treating myself with natural methods, so I decided to turn to alternative treatments and test their effectiveness!But it is expensive, not reimbursed and takes time ...So I had an idea: why not ask for crowdfunding so I can take care of myself naturally and in return, offer to those who helped me concrete feedback in the form of a blog?In this blog, I would present my treatment choices to cure this pathology that causes my neck lymph nodes to swell to the extreme (and those above the collarbones ... which are also impairing my left ear audition) with, for example :- Descriptions of the alternative health care methods I will use.- A summary of my various readings on the subject.- the daily and monthly cost of my care and the changes to my diet- The websites on which I will make health purchases- Recipes and treatment schedules- Alternative care devices I will use- Regular feedback with observations of effects and improvements ...To give you full and detailed feedback and perhaps help those in the same situation as myself.In addition, I would like to complete this blog by adding health tips, recipes, permaculture gardening advice ...And also feedback on the various alternative care devices (mag40, Dr. Clark's zapper, physiodetox, spooky2…) that I have acquired over the years, their price, their use, and their observed effectiveness.And all this available in French and English versions.Read more"
18,cbsx8w help me pay for top surgery,"Medical, Illness & Healing","€250 raised of €2,000                    ",Mont-Saint-Aignan,12.5%,"Created January 3, 2022","Hello! My name is Émile, and I'm a genderqueer man. I've known I was trans since I was 16. I am now 19, and it would be an enormous step forward for me if I could get top surgery. Unfortunately, I don't have a job and my parents will not help me, so this is my last resort. Even small donations will help me! :) Read more"
19,association angel parisbasak,"Medical, Illness & Healing","€1,323 raised of €100,000                    ",Le Raincy,1.3%,"Created December 7, 2021","L’association a pour but de :- Lancer des missions humanitaire en France et à l’international en faveur des enfants ;- Soutenir les enfants atteints de maladies rares, comme les enfants atteints de SMA, à se faire soigner ;- Accompagner les enfants issues de familles monoparentales ou démunies ;- Organiser des événements à destination des enfantsVous pouvez consulter notre page Instagram pour découvrir toutes les actions menées dans ce cadre : https://www.instagram.com/angel_association_paris/L'association ANGEL PARIS lance cette campagne dans le cadre de notre soutien à l'enfant BASAK. BASAK  est une petite princesse de 13 mois atteinte d'une maladie rare et mortelle, (SMA, l’amyotrophie spinale, type 1), qui affecte les cellules nerveuses motrices de la moelle épinière, l'empêchant de marcher, de manger ou de respirer.Un traitement existe : Le Zolgensma, (médicament le plus cher au monde), il coûte 2 millions d'euros ! C'est pour l'instant, le seul traitement efficace pour soigner l'amyotrophie spinale, le traitement est donné à l’enfant avec une injection et une seule dose est suffisante.Basak doit accéder le plus rapidement possible à son traitement,  le Zolgensma ne pourra pas lui être administré si elle dépasse le seuil des 13 kg. Plus le vaccin lui est administré, plus elle aura des chances de se remettre vite et sans séquelles de cette maladie génétique. Basak a besoin de vos dons pour recevoir ce traitement, pour rester en vie et pouvoir marcher et courir un jour !Chaque jour compte, car chaque jour sans recevoir ce traitement, ce sont des pertes de neurones ! TOUS ENSEMBLE, NOUS POUVONS SAUVER BASAK !Elle perd des compétences musculaires chaque jour et un jour, elle ne pourra plus respirer seul pendant son sommeil. Nous voulons la sauver. Nous devons la sauver.Nous ne pouvions pas rester indifférents face à la détresse de ce bébé et de cette famille, c’est la raison pour laquelle nous avons lancé cette cagnotte. Voici son rapport médical :Quel que soit le montant, chacun peut participer !Vous pouvez nous contacter via notre page Facebook : https://www.facebook.com/angel.association.parisOU Instragram : https://www.instagram.com/angel_association_paris/Vous pouvez aussi suivre la campagne internationale de BASAK sur Instagram : https://www.instagram.com/sma_basagaumutol/Si vous ne pouvez pas participer financièrement, partagez cette cagnotte autour de vous au maximum svp. MERCI !Read more"
20,chiropractor marine leplatre needs our help,"Medical, Illness & Healing","€20,198 raised of €20,000                    ",Saint-Genis-les-Ollières,100%,"Created October 20, 2021","My name is Lynn McAvenia, and with Amy Burke, I am asking for help for chiropractor Marine and baby Aurélien. Marine graduated from BCC last year and looked forward to a beautiful future as a healer and a mother.  On August 8th, she had the perfect home birth all chiropractors dream of. But within a few days, baby Aurélien sickened. At the local hospital, he was found to be gravely ill with a rare heart condition. He was immediately helicoptered to Lyon Hospital which is equipped to deal with desperately sick newborns. Marine and her partner have been in that distant hospital, at their baby's side ever since. Aurélien has Shone Syndrome, an extremely rare and complex condition that will force him to remain in the ICU for the next 6 months to a year. Marine and her partner are away from their home, from their support system, and most importantly are unable to earn a living where they are. Marine has lost a lot of weight through this ordeal, and they have exhausted all of their financial resources.Please, if you as a chiropractor ever received help from a fellow chiropractor, we are asking that you pay it forward now. Any amount that you can give will be gratefully received. This little baby is in the fight of his life, and his young parents need to be there with him every step of the way. Thank you.  Read more"
21,mammec pour sasha,"Medical, Illness & Healing","€350 raised of €1,500                    ",Toulouse,23.3%,"Created December 2, 2021","hello ! ✨pour celleux qui ne me connaissent pas, je m’appelle Sasha, j’ai bientôt 21 ans et je suis une personne transgenre non-binaire. depuis enfant, j’ai toujours ressenti un décalage entre les autres et moi, ce qui m’a souvent amené à me mettre à l’écart, à faire passer le bonheur des autres avant le mien, et ce parce-que je ne savais moi-même pas qui j’étais. j’ai toujours été complexé par mon corps, par qui j’étais / comment les autres me voyaient, ce qui a créer en moi un mal-être énorme. j’ai découvert il y a seulement deux ans que ce mal-être, dans mon cas, avait un nom : la dysphorie de genre ; depuis ce jour, ma vie a prit un autre tournant : j’essaie désormais d’être moi-même, de m’assumer au quotidien, mais ce n’est pas chose facile quand on se sent pas soi-même dans son propre corps. c’est pour cela que je souhaite avoir recours à une opération, la mammectomie, qui me permettrait  d’enfin réussir à me regarder dans le miroir sans avoir envie de pleurer car je ne le (re)connais pas. j’ai mon premier rendez-vous pour cette opération le 26 janvier 2022, jour où j’en saurai plus sur le coût exact de l’opération. suite à plusieurs témoignages, celui-ci serait d’entre 1200 et 1600€.c’est pour cela que je vous sollicite : étant étudiant et sans revenu à part la bourse du CROUS, le moindre don pour m’aider à atteindre le total du prix de l’opération serait le bienvenu ! cela m’aidera à payer les frais de transport, de consultation pré-op, ainsi que les frais d’opération et d’hospitalisation. (évidement, si vous êtes vous-même dans une situation de précarité, ne donnez pas!) Read more"
22,opration de chantal,"Medical, Illness & Healing","€6,340 raised of €5,000                    ",Villabé,100%,"Created November 9, 2021","Bonjour je m appelle chantal et je fais une demande de dons et collecte de fonds afin de pouvoir payer tous les dépassements d honoraires pour une intervention chirurgicale.  je me bats contre le cancer  estomac et œsophage depuis plus de 7 ans.apres de nombreuses complications j en suis arrivee à avoir un montage improbable. Le professeur fait tout pour essayer de me sauver en ai arrive à faire des dessins car ce sont des 1eres.Afin de vivre je suis sous assistance nutritive artificielle et supplementee par des médicaments non rembourses par la ss.Mon état s est fortement dégradé et les cellules cancéreuses continuent leur chemin. Je dois me faire opérer afin de retirer la sonde nasogastrique et essayer de faire une jujenostomie Le seul capable d intervenir et qui accepte est le professeur Marmuse. Il est maintenant en clinique privé ayant du quitter bichât suite à sa mise en retraite.Les frais d anesthésiste, bloc opératoire,et professeur Marmuse s eleve à plus de 4000euros. Sans compter les plus de 150 euros que je paie tous les mois.Pour cela j'ai besoin de votre aide.je vous laisse le soin de faire ce que vous souhaitez et ce que vous pouvez.D avance merci à tousRead more"
23,aider rcuprer valeur du stock vol,"Medical, Illness & Healing","€695 raised of €1,000                    ",Bully,69.5%,"Created December 20, 2021","Bonjour,Ambassadrice pour CAC-Climbers Against Cancer en France, j'ai été victime d'un vol.Tout le stock de T shirts, débardeurs, bonnets, tours de cou et mugs a été pris.Nous revendons ces articles pour récolter des fonds pour la recherche contre le cancer. La vente du stock aurait permis de récolter des milliers d'euros. C'est désolant de se rendre compte que les voleurs ne pourront pas faire grand'chose de ce 'butin', ce ne sont pas des vêtements de marque, et les gens qui ne connaissent pas notre association n'auront pas de raison particulière d'en acheter.Nous avons peu d'espoir de retrouver ce stock, qui aura besoin d'être renouvelé pour de futurs événements,.La valeur vénale (le prix auquel l'association achète les articles) est certes moindre que le prix de vente, mais néanmoins considérable pour nous.Nous en appelons à votre générosité - si vous pouvez donner un petit quelque chose pour nous aider à remplacer une partie de ce qui a été volé, nous pourrions continuer à soutenir la recherche en 2022.Merci de partager cet appel aussi largement que possible. Et en attendant de renouveler le stock en France, vous pouvez passer commande directement sur le site www.climbersagainstcancer.org.Avec nos remerciements pour votre solidarité.Sheila McCarronpour Climbers Against CancerRead more"
